OTU_ID	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Confidence Ranking	Growth Morphology	Trait	Notes	Citation/Source
ESV757	p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Hypoxylon;s__rubiginosum	Hypoxylon	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV758	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Hymenoscyphus;s__caudatus	Hymenoscyphus	13	Pathotroph-Saprotroph-Symbiotroph	Bryophyte Parasite-Ectomycorrhizal-Ericoid Mycorrhizal-Undefined Saprotroph	Possible	Microfungus; Dark Septate Microfungus	NULL	Syn.: Pezoloma among other (see e.g., Pezoloma ericae)	Baral and Krieglsteiner 2006. Acta Mycologica 41:11-20 (as a bryophyte parasite); Huhtinen et al. 2010. Nova Hedwigia 90:413-431, Bent et al. 2011. Applied and Environmental Microbiology 77:3351-3359 (as ectomycorrhizae); Tedersoo L, et al. 2014. Science 346:1256688 (as saprotroph)
ESV759	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae;g__Humidicutis;s__marginata	Humidicutis	13	Saprotroph-Symbiotroph	Undefined Saprotroph-Undefined Biotroph	Probable	NULL	NULL	previously classified as Hygrocybe; carbon signature suggests biotrophy with bryophytes, grasses, or understory plants	Tedersoo L, et al. 2014. Science 346:1256688;Lodge et al. 2014. Fungal Diversity 64:1-99; Lodge 2014. Omphalina 5:2-6; Seitzman et al. 2011. Mycologia 103:280-290.
ESV76	p__Ascomycota;c__Geoglossomycetes;o__Geoglossales;f__Geoglossaceae;g__Geoglossum;s__simile	Geoglossaceae	9	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	Probably saprobic on soil or rotten vegetation, especially in grassland ecosystems; little is known (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ESV760	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__allochroum	Entoloma	13	Pathotroph-Saprotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph	Possible	Agaricoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 (ECM/(not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 (sensu stricto); http://mycorrhizas.info/ecmf.html (ECM/(not ECM)
ESV761	p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Phaeothecoidiella;s__illinoisensis	Mycosphaerellaceae	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ESV762	p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Dominikia;NA	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	Highly Probable	NULL	NULL	NULL	Redecker D, et al. 2013. Mycorrhiza 23:515-531
ESV763	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cystostereaceae;g__Cystostereum;s__murrayi	Cystostereum	13	Saprotroph	Wood Saprotroph	Probable	Corticioid	White Rot	On rotting coniferous or angiosperm wood, probably saprobic (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)
ESV764	p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__angulospora	Exophiala	13	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	Probable	Facultative Yeast	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688, Nagy GL, et al. 2014. Nature Communications 5:4471
ESV765	p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Inonotus;s__obliquus	Inonotus	13	Saprotroph	Wood Saprotroph	Highly Probable	Polyporoid	White Rot	NULL	Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo
ESV766	p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Paraphoma;NA	Phaeosphaeriaceae	9	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	Probable	Microfungus	NULL	Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ESV767	p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Ramichloridium;s__apiculatum	Ramichloridium	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV768	p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Imleria;s__badia	Boletaceae	9	Pathotroph-Saprotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite-Plant Saprotroph-Wood Saprotroph	Probable	Boletoid	NULL	Most species form ectomycorrhizal associations with gymnosperm or angiosperm trees. Some are saprobes on decaying wood and leaf litter, a few are parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ESV769	p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;f__Dothideomycetes_fam_Incertae_sedis;g__Catinella;s__olivacea	Catinella	13	Saprotroph	Wood Saprotroph	Probable	Apothecioid	NULL	NULL	Greif MD, et al. 2007. American Journal of Botany 94:1890-1899 (http://doi.org/10.3732/ajb.94.11.1890)
ESV77	p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Kretzschmaria;NA	Kretzschmaria	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV770	p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Gondwanamycetaceae;g__Knoxdaviesia;s__cecropiae	Knoxdaviesia	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV771	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Omphalotaceae;g__Gymnopus;s__androsaceus	Omphalotaceae	9	Saprotroph	Wood Saprotroph	Probable	Agaricoid	White Rot	Saprobic, causing white rots of dead wood (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ESV772	p__Ascomycota;c__Dothideomycetes;o__Mytilinidiales;f__Mytilinidiaceae;g__Lophium;s__mytilinum	Lophium	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV773	p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Xylaria;s__cornu-damae	Xylaria	13	Saprotroph-Symbiotroph	Endophyte-Undefined Saprotroph-Wood Saprotroph	Probable	Xylarioid	Soft Rot	NULL	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645; Costa IPMW, et al. 2012. Mycotaxon 119:26; http://www.apsnet.org/publications/commonnames/Pages/default.aspx
ESV774	p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massariaceae;g__Massaria;s__mediterranea	Massaria	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV775	p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__Gomphillaceae;g__Corticifraga;s__peltigerae	Corticifraga	13	Pathotroph	Lichen Parasite	Possible	NULL	NULL	NULL	Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)
ESV776	p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__quercilicis	Russula	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Agaricoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
ESV777	p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Hypoxylon;NA	Hypoxylon	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV779	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Articulospora;NA	Articulospora	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV78	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyphodiscus;NA	Hyphodiscus	13	Pathotroph	Fungal Parasite	Highly Probable	Microfungus	NULL	NULL	List compiled by John Plischke III (http://home.comcast.net/~grifola/fungionfungi.pdf)
ESV780	p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Plectosphaerella;s__cucumerina	Plectosphaerella	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV781	p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Glomerellaceae;g__Colletotrichum;s__lineola	Colletotrichum	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Probable	Microfungus	NULL	NULL	Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688; http://www.apsnet.org/publications/commonnames/Pages/default.aspx
ESV79	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Clavulinopsis;NA	Clavulinopsis	13	Saprotroph	Undefined Saprotroph	Probable	Clavarioid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
ESV81	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Clavaria;s__fragilis	Clavaria	13	Saprotroph	Undefined Saprotroph	Probable	Clavarioid	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV83	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Leptodontidium;s__trabinellum	Leptodontidium	13	Symbiotroph	Endophyte	Highly Probable	NULL	NULL	Dark Septate Endophyte, known from plant roots.	Jumpponen A, Trappe J. 1998. New Phytologist 140:295-310 (as DSE); Taylor DL, et al. 2014. Ecological Monographs 84:3-20.
ESV84	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Chalara;NA	Chalara	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Wood Saprotroph	Probable	NULL	Soft Rot	NULL	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645; Tedersoo L, et al. 2014. Science 346:1256688
ESV85	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Leotia;s__lubrica	Leotia	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV86	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Camarophyllopsis;s__schulzeri	Clavariaceae	9	Saprotroph-Symbiotroph	Lichenized-Undefined Saprotroph	Probable	Clavarioid	NULL	Most species are presumed saprobic on the ground or rotten wood, but many Multiclavula species are lichenized with green algae (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ESV87	p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Pochonia;s__bulbillosa	Pochonia	13	Pathotroph	Animal Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV89	p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;NA;NA	Herpotrichiellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ESV90	p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Chaetosphaeria;s__myriocarpa	Chaetosphaeria	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Wood Saprotroph	Probable	NULL	NULL	NULL	Réblová M et al. 2006. Mycological Research 110:104-109; Tedersoo L, et al. 2014. Science 346:1256688
ESV91	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;NA;NA	Dermateaceae	9	Pathotroph-Saprotroph	Plant Pathogen-Plant Saprotroph	Probable	Microfungus	NULL	Saprobic or parasitic on herbaceous and woody material (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ESV93	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Scytalidium;s__lignicola	Scytalidium	13	Saprotroph	Wood Saprotroph	Probable	NULL	Soft Rot	NULL	Nilsson T. 1973. Studies on wood degradation and cellulolytic activity of microfungi. No. 104; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688; http://www.apsnet.org/publications/commonnames/Pages/default.aspx
ESV94	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Mollisia;NA	Mollisia	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Probable	Microfungus	NULL	Dark Septate Endophyte, known from plant roots.	James TY, et al. 2006. Nature 443:818-822; Tedersoo L, et al. 2014. Science 346:1256688 (Plant Pathogen); Taylor DL, et al. 2014. Ecological Monographs 84:3-20 (as DSE)
ESV95	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae;g__Hygrocybe;s__chlorophana	Hygrocybe	13	Saprotroph-Symbiotroph	Undefined Saprotroph-Undefined Biotroph	Probable	Agaricoid	NULL	Previously classified as Hygrophorus; carbon signature suggests biotrophy with bryophytes, grasses, or understory plants	Tedersoo L, et al. 2014. Science 346:1256688;Lodge et al. 2014. Fungal Diversity 64:1-99; Lodge 2014. Omphalina 5:2-6; Seitzman et al. 2011. Mycologia 103:280-290.
ESV96	p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;NA	Hypocreales	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
ESV97	p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Coniochaeta;NA	Coniochaeta	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington; Damm U, et al. 2010. Persoonia 24:60-80; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688); Irinyi L, et al. 2015. Medical Mycology 53:313-337; Lawrey JD, Diederich P. 2016. URL: http://www.lichenicolous.net [24 May 2017]
ESV98	p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae;NA;NA	Venturiaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Mostly endophytes and weak parasites of aerial plant parts, including bark and wood, leaf and fruit tissue; rarely biotrophic. Little is known except for the important pathogens (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ESV99	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae;g__Hygrocybe;s__miniata	Hygrocybe	13	Saprotroph-Symbiotroph	Undefined Saprotroph-Undefined Biotroph	Probable	Agaricoid	NULL	Previously classified as Hygrophorus; carbon signature suggests biotrophy with bryophytes, grasses, or understory plants	Tedersoo L, et al. 2014. Science 346:1256688;Lodge et al. 2014. Fungal Diversity 64:1-99; Lodge 2014. Omphalina 5:2-6; Seitzman et al. 2011. Mycologia 103:280-290.
ESV8	p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;g__Solicoccozyma;s__terricola	-	-	-	-	-	-	-	Unassigned	-
ESV9	p__Ascomycota;c__Saccharomycetes;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV11	p__Ascomycota;c__Dothideomycetes;o__Venturiales;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV13	p__Basidiomycota;c__GS25;o__GS25;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV14	p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV28	p__Ascomycota;c__Leotiomycetes;o__Helotiales;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV37	p__Ascomycota;c__Xylonomycetes;o__GS34;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV61	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV70	p__Ascomycota;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV80	p__Ascomycota;c__Leotiomycetes;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV82	p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;g__Pleurophoma;NA	-	-	-	-	-	-	-	Unassigned	-
ESV88	p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Sporocadaceae;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV92	p__Ascomycota;c__Sordariomycetes;o__Xylariales;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV100	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV106	p__Ascomycota;c__Sordariomycetes;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV140	p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Mrakiaceae;g__Tausonia;s__pullulans	-	-	-	-	-	-	-	Unassigned	-
ESV143	p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV157	p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV166	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Gorgomyces;NA	-	-	-	-	-	-	-	Unassigned	-
ESV179	p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;g__Solicoccozyma;s__aeria	-	-	-	-	-	-	-	Unassigned	-
ESV182	p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariales_fam_Incertae_sedis;g__Phialemoniopsis;s__ocularis	-	-	-	-	-	-	-	Unassigned	-
ESV192	p__Ascomycota;c__Dothideomycetes;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV217	p__Basidiomycota;c__Agaricomycetes;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV230	p__Basidiomycota;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV237	p__Ascomycota;c__GS35;o__GS35;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV244	p__Ascomycota;c__Eurotiomycetes;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV264	p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;g__Piskurozyma;s__taiwanensis	-	-	-	-	-	-	-	Unassigned	-
ESV270	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Typhulaceae;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV272	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV276	p__Rozellomycota;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV287	p__Basidiomycota;c__Agaricomycetes;o__Boletales;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV295	p__Mucoromycota;c__Umbelopsidomycetes;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV301	p__Chytridiomycota;c__Lobulomycetes;o__Lobulomycetales;f__Lobulomycetaceae;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV304	p__Ascomycota;c__Lecanoromycetes;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV308	p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariales_fam_Incertae_sedis;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV310	p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV325	p__Mucoromycota;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV331	p__Olpidiomycota;c__GS18;o__GS18;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV346	p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__GS11;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV349	p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Schizoparmaceae;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV356	NA;NA;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV381	p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV387	p__Basidiomycota;c__Microbotryomycetes;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV403	p__Basidiomycota;c__Spiculogloeomycetes;o__Spiculogloeales;f__Spiculogloeaceae;g__Phyllozyma;NA	-	-	-	-	-	-	-	Unassigned	-
ESV419	p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Cryptocoryneum;NA	-	-	-	-	-	-	-	Unassigned	-
ESV434	p__Basidiomycota;c__Agaricomycetes;o__Atheliales;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV440	p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV444	p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV446	p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;g__Piskurozyma;s__cylindrica	-	-	-	-	-	-	-	Unassigned	-
ESV447	p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV459	p__Ascomycota;c__Sordariomycetes;o__Myrmecridiales;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV466	p__Basidiomycota;c__Tremellomycetes;NA;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV470	p__Ascomycota;c__Sordariomycetes;o__Sordariales;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV481	p__Ascomycota;c__Dothideomycetes;o__Capnodiales;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV483	p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Chrysozymaceae;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV489	p__Basidiomycota;c__Microbotryomycetes;o__Kriegeriales;f__Kriegeriaceae;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV498	p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Heterocephalacria;NA	-	-	-	-	-	-	-	Unassigned	-
ESV499	p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Heterocephalacria;s__arrabidensis	-	-	-	-	-	-	-	Unassigned	-
ESV501	p__Ascomycota;c__Dothideomycetes;o__Pleosporales;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
ESV511	p__Basidiomycota;c__GS27;o__GS27;NA;NA;NA	-	-	-	-	-	-	-	Unassigned	-
